state,year,quarter,district,registered_users,year_quarter
manipur,2023,4,chandel,11910,2023-Q4
manipur,2023,1,imphal west,151777,2023-Q1
manipur,2023,1,imphal east,98499,2023-Q1
manipur,2023,1,thoubal,46248,2023-Q1
manipur,2023,1,bishnupur,44031,2023-Q1
manipur,2023,1,churachandpur,38361,2023-Q1
manipur,2023,1,kangpokpi,30917,2023-Q1
manipur,2023,1,kakching,20700,2023-Q1
manipur,2023,1,ukhrul,15024,2023-Q1
manipur,2023,1,tamenglong,12843,2023-Q1
manipur,2023,1,chandel,10406,2023-Q1
manipur,2020,3,imphal west,79723,2020-Q3
manipur,2020,3,imphal east,51383,2020-Q3
manipur,2020,3,thoubal,24183,2020-Q3
manipur,2020,3,bishnupur,22965,2020-Q3
manipur,2020,3,churachandpur,19501,2020-Q3
manipur,2020,3,kangpokpi,15966,2020-Q3
manipur,2020,3,kakching,10752,2020-Q3
manipur,2020,3,ukhrul,7657,2020-Q3
manipur,2020,3,tamenglong,6475,2020-Q3
manipur,2020,3,chandel,5252,2020-Q3
manipur,2020,2,imphal west,67897,2020-Q2
manipur,2020,2,imphal east,43144,2020-Q2
manipur,2020,2,thoubal,20186,2020-Q2
manipur,2020,2,bishnupur,19027,2020-Q2
manipur,2020,2,churachandpur,15469,2020-Q2
manipur,2020,2,kangpokpi,12965,2020-Q2
manipur,2020,2,kakching,9028,2020-Q2
manipur,2020,2,ukhrul,6223,2020-Q2
manipur,2020,2,tamenglong,5158,2020-Q2
manipur,2020,2,chandel,4278,2020-Q2
manipur,2020,4,imphal west,88777,2020-Q4
manipur,2020,4,imphal east,57282,2020-Q4
manipur,2020,4,thoubal,26858,2020-Q4
manipur,2020,4,bishnupur,25629,2020-Q4
manipur,2020,4,churachandpur,21960,2020-Q4
manipur,2020,4,kangpokpi,17814,2020-Q4
manipur,2020,4,kakching,11913,2020-Q4
manipur,2020,4,ukhrul,8651,2020-Q4
manipur,2020,4,tamenglong,7322,2020-Q4
manipur,2020,4,chandel,5987,2020-Q4
manipur,2020,1,imphal west,57485,2020-Q1
manipur,2020,1,imphal east,36105,2020-Q1
manipur,2020,1,thoubal,16244,2020-Q1
manipur,2020,1,bishnupur,15333,2020-Q1
manipur,2020,1,churachandpur,12420,2020-Q1
manipur,2020,1,kangpokpi,10241,2020-Q1
manipur,2020,1,kakching,7075,2020-Q1
manipur,2020,1,ukhrul,4892,2020-Q1
manipur,2020,1,tamenglong,4169,2020-Q1
manipur,2020,1,chandel,3471,2020-Q1
manipur,2019,3,imphal west,45268,2019-Q3
manipur,2019,3,imphal east,28331,2019-Q3
manipur,2019,3,thoubal,12427,2019-Q3
manipur,2019,3,bishnupur,11647,2019-Q3
manipur,2019,3,churachandpur,9071,2019-Q3
manipur,2019,3,kangpokpi,7621,2019-Q3
manipur,2019,3,kakching,5355,2019-Q3
manipur,2019,3,ukhrul,3488,2019-Q3
manipur,2019,3,tamenglong,3085,2019-Q3
manipur,2019,3,chandel,2581,2019-Q3
manipur,2019,2,imphal west,39303,2019-Q2
manipur,2019,2,imphal east,24652,2019-Q2
manipur,2019,2,thoubal,10915,2019-Q2
manipur,2019,2,bishnupur,10014,2019-Q2
manipur,2019,2,churachandpur,7662,2019-Q2
manipur,2019,2,kangpokpi,6407,2019-Q2
manipur,2019,2,kakching,4599,2019-Q2
manipur,2019,2,ukhrul,2981,2019-Q2
manipur,2019,2,tamenglong,2628,2019-Q2
manipur,2019,2,chandel,2175,2019-Q2
manipur,2019,4,imphal west,51063,2019-Q4
manipur,2019,4,imphal east,31935,2019-Q4
manipur,2019,4,thoubal,14194,2019-Q4
manipur,2019,4,bishnupur,13387,2019-Q4
manipur,2019,4,churachandpur,10431,2019-Q4
manipur,2019,4,kangpokpi,8850,2019-Q4
manipur,2019,4,kakching,6126,2019-Q4
manipur,2019,4,ukhrul,4091,2019-Q4
manipur,2019,4,tamenglong,3651,2019-Q4
manipur,2019,4,chandel,3029,2019-Q4
manipur,2019,1,imphal west,33668,2019-Q1
manipur,2019,1,imphal east,21136,2019-Q1
manipur,2019,1,thoubal,9529,2019-Q1
manipur,2019,1,bishnupur,8537,2019-Q1
manipur,2019,1,churachandpur,6138,2019-Q1
manipur,2019,1,kangpokpi,5212,2019-Q1
manipur,2019,1,kakching,3850,2019-Q1
manipur,2019,1,ukhrul,2368,2019-Q1
manipur,2019,1,tamenglong,2148,2019-Q1
manipur,2019,1,jiribam,1759,2019-Q1
manipur,2022,3,imphal west,138892,2022-Q3
manipur,2022,3,imphal east,90100,2022-Q3
manipur,2022,3,thoubal,42321,2022-Q3
manipur,2022,3,bishnupur,40486,2022-Q3
manipur,2022,3,churachandpur,35081,2022-Q3
manipur,2022,3,kangpokpi,28377,2022-Q3
manipur,2022,3,kakching,18979,2022-Q3
manipur,2022,3,ukhrul,14002,2022-Q3
manipur,2022,3,tamenglong,11830,2022-Q3
manipur,2022,3,chandel,9647,2022-Q3
manipur,2022,2,imphal west,131901,2022-Q2
manipur,2022,2,imphal east,85559,2022-Q2
manipur,2022,2,thoubal,40196,2022-Q2
manipur,2022,2,bishnupur,38512,2022-Q2
manipur,2022,2,churachandpur,33293,2022-Q2
manipur,2022,2,kangpokpi,27002,2022-Q2
manipur,2022,2,kakching,18011,2022-Q2
manipur,2022,2,ukhrul,13435,2022-Q2
manipur,2022,2,tamenglong,11310,2022-Q2
manipur,2022,2,chandel,9201,2022-Q2
manipur,2022,4,imphal west,145422,2022-Q4
manipur,2022,4,imphal east,94344,2022-Q4
manipur,2022,4,thoubal,44264,2022-Q4
manipur,2022,4,bishnupur,42189,2022-Q4
manipur,2022,4,churachandpur,36722,2022-Q4
manipur,2022,4,kangpokpi,29563,2022-Q4
manipur,2022,4,kakching,19797,2022-Q4
manipur,2022,4,ukhrul,14415,2022-Q4
manipur,2022,4,tamenglong,12297,2022-Q4
manipur,2022,4,chandel,9973,2022-Q4
manipur,2022,1,imphal west,125131,2022-Q1
manipur,2022,1,imphal east,81134,2022-Q1
manipur,2022,1,thoubal,38088,2022-Q1
manipur,2022,1,bishnupur,36514,2022-Q1
manipur,2022,1,churachandpur,31533,2022-Q1
manipur,2022,1,kangpokpi,25589,2022-Q1
manipur,2022,1,kakching,17014,2022-Q1
manipur,2022,1,ukhrul,12728,2022-Q1
manipur,2022,1,tamenglong,10719,2022-Q1
manipur,2022,1,chandel,8724,2022-Q1
punjab,2021,3,ludhiana,1296796,2021-Q3
punjab,2021,3,sas nagar,723884,2021-Q3
punjab,2021,3,amritsar,525756,2021-Q3
punjab,2021,3,jalandhar,494582,2021-Q3
punjab,2021,3,patiala,486329,2021-Q3
punjab,2021,3,bathinda,333661,2021-Q3
punjab,2021,3,fazilka,287001,2021-Q3
punjab,2021,3,sangrur,282372,2021-Q3
punjab,2021,3,hoshiarpur,240996,2021-Q3
punjab,2021,3,gurdaspur,217927,2021-Q3
punjab,2021,2,ludhiana,1204126,2021-Q2
punjab,2021,2,sas nagar,675022,2021-Q2
punjab,2021,2,amritsar,489463,2021-Q2
punjab,2021,2,jalandhar,459789,2021-Q2
punjab,2021,2,patiala,452152,2021-Q2
punjab,2021,2,bathinda,309805,2021-Q2
punjab,2021,2,fazilka,265874,2021-Q2
punjab,2021,2,sangrur,261746,2021-Q2
punjab,2021,2,hoshiarpur,223227,2021-Q2
punjab,2021,2,gurdaspur,201976,2021-Q2
punjab,2021,4,ludhiana,1388951,2021-Q4
punjab,2021,4,sas nagar,772068,2021-Q4
punjab,2021,4,amritsar,560687,2021-Q4
punjab,2021,4,jalandhar,528440,2021-Q4
punjab,2021,4,patiala,519356,2021-Q4
punjab,2021,4,bathinda,356940,2021-Q4
punjab,2021,4,fazilka,307291,2021-Q4
punjab,2021,4,sangrur,302394,2021-Q4
punjab,2021,4,hoshiarpur,257735,2021-Q4
punjab,2021,4,gurdaspur,232798,2021-Q4
punjab,2021,1,ludhiana,1121835,2021-Q1
punjab,2021,1,sas nagar,631136,2021-Q1
punjab,2021,1,amritsar,456913,2021-Q1
punjab,2021,1,jalandhar,428704,2021-Q1
punjab,2021,1,patiala,421866,2021-Q1
punjab,2021,1,bathinda,288460,2021-Q1
punjab,2021,1,fazilka,247363,2021-Q1
punjab,2021,1,sangrur,243382,2021-Q1
punjab,2021,1,hoshiarpur,207567,2021-Q1
punjab,2021,1,gurdaspur,187933,2021-Q1
punjab,2018,3,ludhiana,296414,2018-Q3
punjab,2018,3,sas nagar,201458,2018-Q3
punjab,2018,3,patiala,113902,2018-Q3
punjab,2018,3,amritsar,108935,2018-Q3
punjab,2018,3,jalandhar,104824,2018-Q3
punjab,2018,3,bathinda,88508,2018-Q3
punjab,2018,3,fazilka,73785,2018-Q3
punjab,2018,3,sangrur,64978,2018-Q3
punjab,2018,3,hoshiarpur,45862,2018-Q3
punjab,2018,3,gurdaspur,39920,2018-Q3
punjab,2018,2,ludhiana,230404,2018-Q2
punjab,2018,2,sas nagar,161605,2018-Q2
punjab,2018,2,patiala,90123,2018-Q2
punjab,2018,2,amritsar,82735,2018-Q2
punjab,2018,2,jalandhar,79991,2018-Q2
punjab,2018,2,bathinda,70948,2018-Q2
punjab,2018,2,fazilka,60134,2018-Q2
punjab,2018,2,sangrur,50749,2018-Q2
punjab,2018,2,hoshiarpur,34576,2018-Q2
punjab,2018,2,gurdaspur,29910,2018-Q2
punjab,2018,4,ludhiana,378237,2018-Q4
punjab,2018,4,sas nagar,250733,2018-Q4
punjab,2018,4,patiala,142989,2018-Q4
punjab,2018,4,amritsar,141933,2018-Q4
punjab,2018,4,jalandhar,135966,2018-Q4
punjab,2018,4,bathinda,109505,2018-Q4
punjab,2018,4,fazilka,89590,2018-Q4
punjab,2018,4,sangrur,82334,2018-Q4
punjab,2018,4,hoshiarpur,59684,2018-Q4
punjab,2018,4,gurdaspur,51644,2018-Q4
punjab,2018,1,ludhiana,168625,2018-Q1
punjab,2018,1,sas nagar,121113,2018-Q1
punjab,2018,1,patiala,66507,2018-Q1
punjab,2018,1,amritsar,59685,2018-Q1
punjab,2018,1,jalandhar,57808,2018-Q1
punjab,2018,1,bathinda,52466,2018-Q1
punjab,2018,1,fazilka,44823,2018-Q1
punjab,2018,1,sangrur,37485,2018-Q1
punjab,2018,1,hoshiarpur,25348,2018-Q1
punjab,2018,1,gurdaspur,21372,2018-Q1
punjab,2024,3,ludhiana,2288105,2024-Q3
punjab,2024,3,sas nagar,1248412,2024-Q3
punjab,2024,3,amritsar,932165,2024-Q3
punjab,2024,3,jalandhar,855160,2024-Q3
punjab,2024,3,patiala,756718,2024-Q3
punjab,2024,3,bathinda,509440,2024-Q3
punjab,2024,3,hoshiarpur,424706,2024-Q3
punjab,2024,3,fazilka,395249,2024-Q3
punjab,2024,3,gurdaspur,394383,2024-Q3
punjab,2024,3,sangrur,334195,2024-Q3
punjab,2024,2,ludhiana,2193835,2024-Q2
punjab,2024,2,sas nagar,1182293,2024-Q2
punjab,2024,2,amritsar,860199,2024-Q2
punjab,2024,2,jalandhar,817774,2024-Q2
punjab,2024,2,patiala,797912,2024-Q2
punjab,2024,2,bathinda,553994,2024-Q2
punjab,2024,2,fazilka,483712,2024-Q2
punjab,2024,2,sangrur,468298,2024-Q2
punjab,2024,2,hoshiarpur,401488,2024-Q2
punjab,2024,2,gurdaspur,358468,2024-Q2
punjab,2024,4,ludhiana,2352294,2024-Q4
punjab,2024,4,sas nagar,1284134,2024-Q4
punjab,2024,4,amritsar,960254,2024-Q4
punjab,2024,4,jalandhar,880313,2024-Q4
punjab,2024,4,patiala,778895,2024-Q4
punjab,2024,4,bathinda,524150,2024-Q4
punjab,2024,4,hoshiarpur,438513,2024-Q4
punjab,2024,4,fazilka,407727,2024-Q4
punjab,2024,4,gurdaspur,407049,2024-Q4
punjab,2024,4,sangrur,344663,2024-Q4
punjab,2024,1,ludhiana,2111816,2024-Q1
punjab,2024,1,sas nagar,1140194,2024-Q1
punjab,2024,1,amritsar,828669,2024-Q1
punjab,2024,1,jalandhar,787722,2024-Q1
punjab,2024,1,patiala,768945,2024-Q1
punjab,2024,1,bathinda,534058,2024-Q1
punjab,2024,1,fazilka,465859,2024-Q1
punjab,2024,1,sangrur,451041,2024-Q1
punjab,2024,1,hoshiarpur,386238,2024-Q1
punjab,2024,1,gurdaspur,345175,2024-Q1
punjab,2023,3,ludhiana,1957125,2023-Q3
punjab,2023,3,sas nagar,1062990,2023-Q3
punjab,2023,3,amritsar,771321,2023-Q3
punjab,2023,3,jalandhar,732473,2023-Q3
punjab,2023,3,patiala,715678,2023-Q3
punjab,2023,3,bathinda,495871,2023-Q3
punjab,2023,3,fazilka,431814,2023-Q3
punjab,2023,3,sangrur,418793,2023-Q3
punjab,2023,3,hoshiarpur,358108,2023-Q3
punjab,2023,3,gurdaspur,320776,2023-Q3
punjab,2023,2,ludhiana,1883319,2023-Q2
punjab,2023,2,sas nagar,1024325,2023-Q2
punjab,2023,2,amritsar,742659,2023-Q2
punjab,2023,2,jalandhar,705082,2023-Q2
punjab,2023,2,patiala,688795,2023-Q2
punjab,2023,2,bathinda,477038,2023-Q2
punjab,2023,2,fazilka,414974,2023-Q2
punjab,2023,2,sangrur,402871,2023-Q2
punjab,2023,2,hoshiarpur,344428,2023-Q2
punjab,2023,2,gurdaspur,308841,2023-Q2
punjab,2023,4,ludhiana,2030159,2023-Q4
punjab,2023,4,sas nagar,1099060,2023-Q4
punjab,2023,4,amritsar,798214,2023-Q4
punjab,2023,4,jalandhar,758342,2023-Q4
punjab,2023,4,patiala,740516,2023-Q4
punjab,2023,4,bathinda,513676,2023-Q4
punjab,2023,4,fazilka,447755,2023-Q4
punjab,2023,4,sangrur,433927,2023-Q4
punjab,2023,4,hoshiarpur,371220,2023-Q4
punjab,2023,4,gurdaspur,332236,2023-Q4
punjab,2023,1,ludhiana,1807587,2023-Q1
punjab,2023,1,sas nagar,987246,2023-Q1
punjab,2023,1,amritsar,715172,2023-Q1
punjab,2023,1,jalandhar,677948,2023-Q1
punjab,2023,1,patiala,662760,2023-Q1
punjab,2023,1,bathinda,458473,2023-Q1
punjab,2023,1,fazilka,397546,2023-Q1
punjab,2023,1,sangrur,386728,2023-Q1
punjab,2023,1,hoshiarpur,330374,2023-Q1
punjab,2023,1,gurdaspur,296711,2023-Q1
punjab,2020,3,ludhiana,944936,2020-Q3
punjab,2020,3,sas nagar,540527,2020-Q3
punjab,2020,3,amritsar,383166,2020-Q3
punjab,2020,3,jalandhar,359980,2020-Q3
punjab,2020,3,patiala,358126,2020-Q3
punjab,2020,3,bathinda,245674,2020-Q3
punjab,2020,3,fazilka,208929,2020-Q3
punjab,2020,3,sangrur,204491,2020-Q3
punjab,2020,3,hoshiarpur,173002,2020-Q3
punjab,2020,3,gurdaspur,155619,2020-Q3
punjab,2020,2,ludhiana,853140,2020-Q2
punjab,2020,2,sas nagar,498018,2020-Q2
punjab,2020,2,amritsar,343732,2020-Q2
punjab,2020,2,patiala,323801,2020-Q2
punjab,2020,2,jalandhar,320498,2020-Q2
punjab,2020,2,bathinda,222968,2020-Q2
punjab,2020,2,fazilka,188515,2020-Q2
punjab,2020,2,sangrur,183342,2020-Q2
punjab,2020,2,hoshiarpur,153462,2020-Q2
punjab,2020,2,gurdaspur,137571,2020-Q2
punjab,2020,4,ludhiana,1037696,2020-Q4
punjab,2020,4,sas nagar,586500,2020-Q4
punjab,2020,4,amritsar,423283,2020-Q4
punjab,2020,4,jalandhar,396951,2020-Q4
punjab,2020,4,patiala,391658,2020-Q4
punjab,2020,4,bathinda,267808,2020-Q4
punjab,2020,4,fazilka,228837,2020-Q4
punjab,2020,4,sangrur,225211,2020-Q4
punjab,2020,4,hoshiarpur,191711,2020-Q4
punjab,2020,4,gurdaspur,173650,2020-Q4
punjab,2020,1,ludhiana,756590,2020-Q1
punjab,2020,1,sas nagar,460416,2020-Q1
punjab,2020,1,amritsar,303767,2020-Q1
punjab,2020,1,patiala,287330,2020-Q1
punjab,2020,1,jalandhar,282191,2020-Q1
punjab,2020,1,bathinda,200425,2020-Q1
punjab,2020,1,fazilka,168714,2020-Q1
punjab,2020,1,sangrur,161513,2020-Q1
punjab,2020,1,hoshiarpur,129693,2020-Q1
punjab,2020,1,gurdaspur,116534,2020-Q1
punjab,2019,3,ludhiana,601479,2019-Q3
punjab,2019,3,sas nagar,385263,2019-Q3
punjab,2019,3,amritsar,238628,2019-Q3
punjab,2019,3,patiala,229488,2019-Q3
punjab,2019,3,jalandhar,225027,2019-Q3
punjab,2019,3,bathinda,162800,2019-Q3
punjab,2019,3,fazilka,132573,2019-Q3
punjab,2019,3,sangrur,127329,2019-Q3
punjab,2019,3,hoshiarpur,99272,2019-Q3
punjab,2019,3,gurdaspur,87043,2019-Q3
punjab,2019,2,ludhiana,528745,2019-Q2
punjab,2019,2,sas nagar,343153,2019-Q2
punjab,2019,2,amritsar,206517,2019-Q2
punjab,2019,2,patiala,199960,2019-Q2
punjab,2019,2,jalandhar,195283,2019-Q2
punjab,2019,2,bathinda,145282,2019-Q2
punjab,2019,2,fazilka,118707,2019-Q2
punjab,2019,2,sangrur,111996,2019-Q2
punjab,2019,2,hoshiarpur,86022,2019-Q2
punjab,2019,2,gurdaspur,75170,2019-Q2
punjab,2019,4,ludhiana,671579,2019-Q4
punjab,2019,4,sas nagar,422041,2019-Q4
punjab,2019,4,amritsar,268663,2019-Q4
punjab,2019,4,patiala,256911,2019-Q4
punjab,2019,4,jalandhar,251259,2019-Q4
punjab,2019,4,bathinda,180722,2019-Q4
punjab,2019,4,fazilka,149868,2019-Q4
punjab,2019,4,sangrur,143162,2019-Q4
punjab,2019,4,hoshiarpur,113296,2019-Q4
punjab,2019,4,gurdaspur,100393,2019-Q4
punjab,2019,1,ludhiana,454370,2019-Q1
punjab,2019,1,sas nagar,298288,2019-Q1
punjab,2019,1,amritsar,171264,2019-Q1
punjab,2019,1,patiala,169872,2019-Q1
punjab,2019,1,jalandhar,164130,2019-Q1
punjab,2019,1,bathinda,128070,2019-Q1
punjab,2019,1,fazilka,104942,2019-Q1
punjab,2019,1,sangrur,97326,2019-Q1
punjab,2019,1,hoshiarpur,72128,2019-Q1
punjab,2019,1,gurdaspur,62502,2019-Q1
punjab,2022,3,ludhiana,1644780,2022-Q3
punjab,2022,3,sas nagar,904073,2022-Q3
punjab,2022,3,amritsar,656700,2022-Q3
punjab,2022,3,jalandhar,621327,2022-Q3
punjab,2022,3,patiala,608884,2022-Q3
punjab,2022,3,bathinda,420285,2022-Q3
punjab,2022,3,fazilka,363909,2022-Q3
punjab,2022,3,sangrur,355769,2022-Q3
punjab,2022,3,hoshiarpur,303683,2022-Q3
punjab,2022,3,gurdaspur,273518,2022-Q3
punjab,2022,2,ludhiana,1558996,2022-Q2
punjab,2022,2,sas nagar,859976,2022-Q2
punjab,2022,2,amritsar,625338,2022-Q2
punjab,2022,2,jalandhar,590791,2022-Q2
punjab,2022,2,patiala,579934,2022-Q2
punjab,2022,2,bathinda,399793,2022-Q2
punjab,2022,2,fazilka,345717,2022-Q2
punjab,2022,2,sangrur,338752,2022-Q2
punjab,2022,2,hoshiarpur,289259,2022-Q2
punjab,2022,2,gurdaspur,260611,2022-Q2
punjab,2022,4,ludhiana,1728119,2022-Q4
punjab,2022,4,sas nagar,946603,2022-Q4
punjab,2022,4,amritsar,686055,2022-Q4
punjab,2022,4,jalandhar,649918,2022-Q4
punjab,2022,4,patiala,635654,2022-Q4
punjab,2022,4,bathinda,439064,2022-Q4
punjab,2022,4,fazilka,380321,2022-Q4
punjab,2022,4,sangrur,370649,2022-Q4
punjab,2022,4,hoshiarpur,316389,2022-Q4
punjab,2022,4,gurdaspur,284591,2022-Q4
punjab,2022,1,ludhiana,1476288,2022-Q1
punjab,2022,1,sas nagar,817209,2022-Q1
punjab,2022,1,amritsar,593970,2022-Q1
punjab,2022,1,jalandhar,560393,2022-Q1
punjab,2022,1,patiala,550482,2022-Q1
punjab,2022,1,bathinda,378864,2022-Q1
punjab,2022,1,fazilka,327088,2022-Q1
punjab,2022,1,sangrur,321129,2022-Q1
punjab,2022,1,hoshiarpur,274004,2022-Q1
punjab,2022,1,gurdaspur,247179,2022-Q1
gujarat,2021,3,ahmadabad,3445024,2021-Q3
gujarat,2021,3,surat,2830392,2021-Q3
gujarat,2021,3,vadodara,1210266,2021-Q3
gujarat,2021,3,rajkot,782611,2021-Q3
gujarat,2021,3,gandhinagar,706654,2021-Q3
gujarat,2021,3,banas kantha,698841,2021-Q3
gujarat,2021,3,bharuch,634589,2021-Q3
gujarat,2021,3,kachchh,587589,2021-Q3
gujarat,2021,3,mahesana,578072,2021-Q3
gujarat,2021,3,valsad,565423,2021-Q3
gujarat,2021,2,ahmadabad,3209841,2021-Q2
gujarat,2021,2,surat,2633443,2021-Q2
gujarat,2021,2,vadodara,1127636,2021-Q2
gujarat,2021,2,rajkot,726817,2021-Q2
gujarat,2021,2,gandhinagar,658428,2021-Q2
gujarat,2021,2,banas kantha,645073,2021-Q2
gujarat,2021,2,bharuch,588777,2021-Q2
gujarat,2021,2,kachchh,543585,2021-Q2
gujarat,2021,2,mahesana,536645,2021-Q2
gujarat,2021,2,valsad,524614,2021-Q2
gujarat,2021,4,ahmadabad,3679243,2021-Q4
gujarat,2021,4,surat,3026960,2021-Q4
gujarat,2021,4,vadodara,1292097,2021-Q4
gujarat,2021,4,rajkot,837869,2021-Q4
gujarat,2021,4,gandhinagar,754369,2021-Q4
gujarat,2021,4,banas kantha,751116,2021-Q4
gujarat,2021,4,bharuch,679705,2021-Q4
gujarat,2021,4,kachchh,630878,2021-Q4
gujarat,2021,4,mahesana,618376,2021-Q4
gujarat,2021,4,valsad,605655,2021-Q4
gujarat,2021,1,ahmadabad,2999575,2021-Q1
gujarat,2021,1,surat,2458596,2021-Q1
gujarat,2021,1,vadodara,1053954,2021-Q1
gujarat,2021,1,rajkot,677301,2021-Q1
gujarat,2021,1,gandhinagar,615315,2021-Q1
gujarat,2021,1,banas kantha,598384,2021-Q1
gujarat,2021,1,bharuch,548541,2021-Q1
gujarat,2021,1,kachchh,505517,2021-Q1
gujarat,2021,1,mahesana,500511,2021-Q1
gujarat,2021,1,valsad,489062,2021-Q1
gujarat,2018,3,ahmadabad,919252,2018-Q3
gujarat,2018,3,surat,808005,2018-Q3
gujarat,2018,3,vadodara,335125,2018-Q3
gujarat,2018,3,rajkot,215459,2018-Q3
gujarat,2018,3,gandhinagar,190882,2018-Q3
gujarat,2018,3,bharuch,169322,2018-Q3
gujarat,2018,3,banas kantha,159591,2018-Q3
gujarat,2018,3,kachchh,158762,2018-Q3
gujarat,2018,3,mahesana,157274,2018-Q3
gujarat,2018,3,bhavnagar,141243,2018-Q3
gujarat,2018,2,ahmadabad,751746,2018-Q2
gujarat,2018,2,surat,652372,2018-Q2
gujarat,2018,2,vadodara,271730,2018-Q2
gujarat,2018,2,rajkot,174778,2018-Q2
gujarat,2018,2,gandhinagar,155539,2018-Q2
gujarat,2018,2,bharuch,134500,2018-Q2
gujarat,2018,2,kachchh,128064,2018-Q2
gujarat,2018,2,mahesana,127614,2018-Q2
gujarat,2018,2,banas kantha,125849,2018-Q2
gujarat,2018,2,bhavnagar,115812,2018-Q2
gujarat,2018,4,ahmadabad,1212636,2018-Q4
gujarat,2018,4,surat,998807,2018-Q4
gujarat,2018,4,vadodara,421895,2018-Q4
gujarat,2018,4,rajkot,260602,2018-Q4
gujarat,2018,4,gandhinagar,242368,2018-Q4
gujarat,2018,4,bharuch,211843,2018-Q4
gujarat,2018,4,banas kantha,197774,2018-Q4
gujarat,2018,4,kachchh,195295,2018-Q4
gujarat,2018,4,mahesana,192493,2018-Q4
gujarat,2018,4,bhavnagar,173699,2018-Q4
gujarat,2018,1,ahmadabad,572811,2018-Q1
gujarat,2018,1,surat,489852,2018-Q1
gujarat,2018,1,vadodara,205722,2018-Q1
gujarat,2018,1,rajkot,133017,2018-Q1
gujarat,2018,1,gandhinagar,118201,2018-Q1
gujarat,2018,1,bharuch,101575,2018-Q1
gujarat,2018,1,kachchh,97838,2018-Q1
gujarat,2018,1,mahesana,97004,2018-Q1
gujarat,2018,1,banas kantha,93506,2018-Q1
gujarat,2018,1,bhavnagar,87683,2018-Q1
gujarat,2024,3,ahmedabad,5580316,2024-Q3
gujarat,2024,3,surat,4957655,2024-Q3
gujarat,2024,3,vadodara,1840568,2024-Q3
gujarat,2024,3,rajkot,1464200,2024-Q3
gujarat,2024,3,banaskantha,1368759,2024-Q3
gujarat,2024,3,gandhinagar,1231807,2024-Q3
gujarat,2024,3,kachchh,1163061,2024-Q3
gujarat,2024,3,bharuch,1024612,2024-Q3
gujarat,2024,3,valsad,992156,2024-Q3
gujarat,2024,3,mahesana,954366,2024-Q3
gujarat,2024,2,ahmadabad,5693015,2024-Q2
gujarat,2024,2,surat,4747919,2024-Q2
gujarat,2024,2,vadodara,1996837,2024-Q2
gujarat,2024,2,rajkot,1306577,2024-Q2
gujarat,2024,2,banas kantha,1210784,2024-Q2
gujarat,2024,2,gandhinagar,1164291,2024-Q2
gujarat,2024,2,bharuch,1072930,2024-Q2
gujarat,2024,2,kachchh,999285,2024-Q2
gujarat,2024,2,mahesana,967060,2024-Q2
gujarat,2024,2,valsad,955703,2024-Q2
gujarat,2024,4,ahmedabad,5702922,2024-Q4
gujarat,2024,4,surat,5048172,2024-Q4
gujarat,2024,4,vadodara,1888611,2024-Q4
gujarat,2024,4,rajkot,1505556,2024-Q4
gujarat,2024,4,banaskantha,1417046,2024-Q4
gujarat,2024,4,gandhinagar,1260236,2024-Q4
gujarat,2024,4,kachchh,1194949,2024-Q4
gujarat,2024,4,bharuch,1050539,2024-Q4
gujarat,2024,4,valsad,1018017,2024-Q4
gujarat,2024,4,mahesana,981097,2024-Q4
gujarat,2024,1,ahmadabad,5485010,2024-Q1
gujarat,2024,1,surat,4569769,2024-Q1
gujarat,2024,1,vadodara,1923948,2024-Q1
gujarat,2024,1,rajkot,1258350,2024-Q1
gujarat,2024,1,banas kantha,1165004,2024-Q1
gujarat,2024,1,gandhinagar,1122367,2024-Q1
gujarat,2024,1,bharuch,1032496,2024-Q1
gujarat,2024,1,kachchh,962243,2024-Q1
gujarat,2024,1,mahesana,931768,2024-Q1
gujarat,2024,1,valsad,919660,2024-Q1
gujarat,2023,3,ahmadabad,5105557,2023-Q3
gujarat,2023,3,surat,4238878,2023-Q3
gujarat,2023,3,vadodara,1789238,2023-Q3
gujarat,2023,3,rajkot,1167848,2023-Q3
gujarat,2023,3,banas kantha,1074757,2023-Q3
gujarat,2023,3,gandhinagar,1044993,2023-Q3
gujarat,2023,3,bharuch,955541,2023-Q3
gujarat,2023,3,kachchh,888857,2023-Q3
gujarat,2023,3,mahesana,864845,2023-Q3
gujarat,2023,3,valsad,852301,2023-Q3
gujarat,2023,2,ahmadabad,4913610,2023-Q2
gujarat,2023,2,surat,4076929,2023-Q2
gujarat,2023,2,vadodara,1721431,2023-Q2
gujarat,2023,2,rajkot,1123115,2023-Q2
gujarat,2023,2,banas kantha,1030499,2023-Q2
gujarat,2023,2,gandhinagar,1005603,2023-Q2
gujarat,2023,2,bharuch,917746,2023-Q2
gujarat,2023,2,kachchh,853047,2023-Q2
gujarat,2023,2,mahesana,831177,2023-Q2
gujarat,2023,2,valsad,818831,2023-Q2
gujarat,2023,4,ahmadabad,5282400,2023-Q4
gujarat,2023,4,surat,4396038,2023-Q4
gujarat,2023,4,vadodara,1851909,2023-Q4
gujarat,2023,4,rajkot,1210023,2023-Q4
gujarat,2023,4,banas kantha,1116214,2023-Q4
gujarat,2023,4,gandhinagar,1080850,2023-Q4
gujarat,2023,4,bharuch,991279,2023-Q4
gujarat,2023,4,kachchh,922553,2023-Q4
gujarat,2023,4,mahesana,895934,2023-Q4
